Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Non-Travel,754,Sales,8,3,Human Resources,1,142,2,Female,73,1,4,Research Director,4,Single,5789,13922,1,Y,Yes,24,4,3,80,1,19,5,1,9,12,3,13
49,Yes,Travel_Rarely,289,Research & Development,13,1,Life Sciences,1,143,3,Female,77,3,2,Manufacturing Director,4,Married,6961,16226,1,Y,No,12,4,2,80,2,19,6,1,8,12,3,8
24,No,Travel_Frequently,1211,Sales,4,4,Technical Degree,1,144,3,Male,72,1,1,Sales Representative,1,Single,8526,22480,7,Y,No,15,4,3,80,1,4,4,1,23,9,9,16
39,No,Travel_Rarely,153,Research & Development,9,1,Life Sciences,1,145,1,Male,45,1,3,Manager,3,Divorced,6115,19107,3,Y,Yes,16,3,1,80,3,0,4,1,4,1,10,2
45,Yes,Travel_Rarely,212,Research & Development,9,5,Human Resources,1,146,2,Female,64,4,2,Research Director,3,Married,19559,15536,8,Y,Yes,11,3,2,80,2,10,1,4,34,15,14,11
19,No,Travel_Rarely,978,Research & Development,22,2,Medical,1,147,4,Male,82,2,2,Manager,3,Divorced,5406,3928,1,Y,No,22,3,4,80,1,9,1,3,3,3,4,11
59,No,Travel_Rarely,1168,Human Resources,18,5,Technical Degree,1,148,1,Female,63,3,1,Manufacturing Director,2,Married,13652,23796,3,Y,No,13,3,3,80,0,27,5,4,34,18,2,10
23,No,Non-Travel,312,Sales,12,3,Life Sciences,1,149,3,Female,32,1,5,Research Scientist,1,Divorced,15831,23478,0,Y,No,16,3,3,80,1,33,6,3,12,4,14,3
45,No,Travel_Rarely,1325,Research & Development,10,1,Other,1,150,2,Male,97,3,3,Sales Representative,1,Divorced,11471,22609,2,Y,No,16,3,1,80,0,12,1,4,36,6,1,7
45,No,Travel_Rarely,959,Research & Development,11,1,Technical Degree,1,151,3,Male,34,2,2,Manufacturing Director,4,Married,4720,17220,5,Y,No,17,3,3,80,2,24,2,4,31,8,1,9
37,No,Travel_Rarely,728,Research & Development,7,4,Technical Degree,1,152,1,Male,39,3,3,Human Resources,2,Single,2595,25207,8,Y,No,20,3,3,80,0,22,1,1,0,4,8,13
47,No,Travel_Rarely,1151,Research & Development,9,1,Technical Degree,1,153,3,Male,81,3,5,Human Resources,2,Single,10415,4447,0,Y,No,22,3,3,80,2,35,2,4,10,7,7,0
28,Yes,Travel_Rarely,400,Research & Development,6,5,Marketing,1,154,2,Female,58,3,2,Sales Representative,3,Single,8147,15972,4,Y,No,24,4,1,80,1,11,5,3,25,1,5,11
45,No,Travel_Frequently,1202,Sales,19,3,Life Sciences,1,155,2,Female,60,4,1,Healthcare Representative,4,Single,8671,21533,1,Y,No,24,3,2,80,0,1,2,2,2,6,13,4
42,No,Travel_Rarely,1025,Research & Development,16,2,Life Sciences,1,156,1,Female,95,2,3,Laboratory Technician,1,Married,8413,13226,6,Y,No,13,3,1,80,2,19,5,3,12,3,13,13
56,Yes,Non-Travel,238,Sales,15,1,Technical Degree,1,157,2,Female,98,2,1,Laboratory Technician,2,Married,14342,10297,3,Y,Yes,11,3,4,80,2,15,3,4,31,14,14,3
50,No,Non-Travel,1145,Research & Development,7,2,Medical,1,158,3,Male,66,3,5,Human Resources,3,Married,10846,12416,4,Y,No,23,3,3,80,2,13,1,2,22,17,13,16
18,No,Travel_Rarely,541,Research & Development,16,1,Technical Degree,1,159,3,Male,56,3,5,Human Resources,1,Single,10551,13389,7,Y,No,17,3,3,80,3,1,4,1,22,1,8,12
44,No,Non-Travel,312,Sales,5,3,Marketing,1,160,4,Female,62,2,3,Manufacturing Director,3,Single,16913,5251,1,Y,No,22,4,2,80,2,15,6,2,29,13,4,2
30,No,Travel_Frequently,853,Research & Development,16,5,Human Resources,1,161,4,Male,97,1,5,Sales Executive,1,Single,9565,24560,2,Y,No,21,4,3,80,1,3,0,1,5,9,13,10
58,No,Travel_Rarely,536,Research & Development,1,3,Marketing,1,162,4,Female,88,4,4,Healthcare Representative,3,Married,14364,24341,4,Y,No,13,4,2,80,1,12,6,3,6,4,11,10
20,No,Travel_Rarely,881,Human Resources,19,2,Medical,1,163,3,Female,93,2,3,Research Director,1,Married,13815,11720,9,Y,No,15,3,3,80,1,37,4,2,29,11,9,4
56,No,Travel_Rarely,1332,Research & Development,5,1,Technical Degree,1,164,3,Male,73,3,4,Manufacturing Director,4,Single,10827,19434,3,Y,No,14,3,3,80,2,0,1,2,36,9,0,5
23,No,Travel_Rarely,540,Research & Development,7,2,Life Sciences,1,165,1,Male,78,1,5,Manufacturing Director,1,Married,15873,22336,4,Y,No,22,3,1,80,1,8,4,2,31,17,7,3
25,Yes,Travel_Frequently,767,Research & Development,19,5,Other,1,166,4,Male,82,1,3,Human Resources,1,Married,1990,23286,2,Y,Yes,11,3,1,80,2,20,1,1,5,5,2,9
44,No,Travel_Rarely,1167,Research & Development,22,3,Technical Degree,1,167,3,Female,78,1,4,Human Resources,1,Divorced,11237,24616,8,Y,No,22,3,4,80,2,17,6,1,34,11,13,9
26,No,Travel_Frequently,512,Research & Development,5,2,Medical,1,168,1,Male,95,4,5,Sales Representative,3,Single,4561,13920,7,Y,No,17,3,2,80,2,31,1,3,31,0,8,11
54,No,Travel_Rarely,907,Research & Development,17,2,Life Sciences,1,169,3,Female,92,4,2,Research Director,2,Married,18314,14189,5,Y,No,24,3,4,80,3,33,4,3,11,6,10,14
50,No,Travel_Rarely,711,Research & Development,26,5,Marketing,1,170,1,Male,54,2,2,Manufacturing Director,1,Single,12947,15661,0,Y,No,23,3,1,80,0,19,2,4,3,11,0,2
59,No,Non-Travel,528,Research & Development,22,1,Human Resources,1,171,4,Female,33,2,1,Research Director,1,Married,17327,26910,3,Y,No,14,3,2,80,1,1,3,1,31,6,2,2
41,No,Travel_Rarely,1400,Sales,8,2,Human Resources,1,172,4,Male,80,2,2,Manager,4,Married,6061,9978,6,Y,No,11,3,1,80,3,3,3,3,34,8,0,0
32,No,Travel_Rarely,1003,Sales,1,5,Technical Degree,1,173,4,Male,40,2,4,Laboratory Technician,1,Married,6415,25519,9,Y,Yes,21,4,2,80,1,37,3,2,15,14,0,16
49,Yes,Travel_Rarely,1043,Sales,2,1,Marketing,1,174,3,Female,46,3,2,Sales Representative,4,Single,18867,4049,4,Y,No,16,3,3,80,3,6,3,2,14,11,14,9
49,No,Travel_Rarely,843,Research & Development,15,1,Other,1,175,3,Female,95,4,3,Laboratory Technician,1,Single,13859,12298,3,Y,Yes,14,4,4,80,0,21,0,2,1,12,5,5
41,No,Travel_Rarely,1494,Research & Development,20,3,Other,1,176,1,Male,99,1,3,Sales Representative,3,Married,13610,7085,8,Y,No,23,3,4,80,0,19,5,3,5,3,12,10
58,No,Travel_Rarely,1345,Research & Development,28,5,Medical,1,177,2,Female,98,3,3,Healthcare Representative,2,Married,8107,6159,7,Y,Yes,14,3,2,80,0,34,1,2,13,9,3,13
29,No,Travel_Rarely,1357,Research & Development,18,1,Human Resources,1,178,2,Female,58,2,2,Manufacturing Director,2,Married,7728,18161,2,Y,No,12,3,4,80,0,3,0,2,28,2,9,16
56,No,Non-Travel,429,Sales,11,3,Marketing,1,179,4,Male,49,2,2,Laboratory Technician,2,Divorced,16865,15857,5,Y,Yes,11,3,1,80,2,19,3,1,25,4,3,6
19,No,Travel_Rarely,153,Research & Development,25,4,Technical Degree,1,180,2,Male,56,3,1,Research Director,3,Married,9603,21281,3,Y,No,13,3,4,80,1,34,3,1,17,3,4,3
20,No,Travel_Rarely,477,Research & Development,10,5,Life Sciences,1,181,4,Female,37,1,5,Manufacturing Director,4,Married,1621,14189,6,Y,No,20,3,2,80,1,32,6,3,3,18,14,10
54,No,Travel_Rarely,364,Research & Development,24,4,Technical Degree,1,182,1,Male,90,4,1,Research Director,2,Married,8295,19502,0,Y,Yes,15,4,4,80,1,20,4,1,36,14,13,8
34,No,Non-Travel,368,Research & Development,24,1,Technical Degree,1,183,2,Male,57,4,4,Laboratory Technician,3,Divorced,11077,4423,0,Y,No,22,3,4,80,2,13,3,4,37,6,2,7
19,No,Travel_Rarely,460,Research & Development,4,5,Marketing,1,184,2,Female,99,1,3,Human Resources,3,Married,10814,21176,5,Y,No,19,3,1,80,1,30,1,3,24,2,14,3
19,No,Travel_Rarely,1442,Research & Development,5,3,Human Resources,1,185,4,Male,32,4,2,Manager,1,Single,4026,23172,9,Y,No,24,3,3,80,0,21,6,4,28,15,11,15
45,No,Travel_Rarely,1449,Research & Development,4,1,Marketing,1,186,1,Male,98,2,5,Healthcare Representative,4,Married,10935,17967,6,Y,No,17,3,1,80,1,29,3,4,33,14,1,5
40,Yes,Travel_Rarely,753,Research & Development,13,5,Life Sciences,1,187,2,Female,36,2,5,Healthcare Representative,3,Divorced,12749,5120,8,Y,No,14,3,4,80,1,28,3,3,15,17,13,5
54,No,Travel_Frequently,147,Research & Development,25,5,Marketing,1,188,2,Male,89,2,2,Laboratory Technician,4,Single,11581,26325,6,Y,No,18,3,4,80,3,35,0,1,36,2,9,1
49,Yes,Travel_Frequently,701,Sales,13,4,Medical,1,189,2,Female,33,2,1,Research Scientist,2,Married,17246,3105,8,Y,No,22,3,3,80,2,28,1,1,29,13,7,10
50,No,Travel_Rarely,821,Research & Development,18,1,Technical Degree,1,190,1,Female,34,1,5,Manager,2,Divorced,11011,25521,9,Y,No,14,3,3,80,0,6,2,3,22,0,10,8
18,No,Travel_Rarely,1394,Research & Development,27,3,Human Resources,1,191,1,Male,40,4,1,Sales Executive,2,Married,16827,7718,8,Y,No,16,3,1,80,0,31,4,4,35,6,6,15
36,No,Travel_Rarely,702,Research & Development,24,3,Other,1,192,2,Male,44,4,2,Sales Representative,1,Married,4210,20178,7,Y,No,22,3,3,80,0,12,2,3,27,1,14,10
19,No,Non-Travel,482,Sales,2,1,Life Sciences,1,193,4,Male,93,3,1,Healthcare Representative,1,Single,1761,17323,6,Y,No,11,3,1,80,1,12,5,3,0,9,9,13
43,Yes,Non-Travel,219,Research & Development,16,1,Other,1,194,4,Male,42,1,3,Manufacturing Director,4,Married,8565,15338,2,Y,Yes,24,3,2,80,0,13,0,2,7,15,12,7
49,No,Travel_Rarely,217,Human Resources,1,2,Technical Degree,1,195,2,Female,36,4,2,Human Resources,4,Single,2350,18696,2,Y,No,16,3,4,80,0,5,3,2,14,11,3,12
23,No,Travel_Frequently,361,Sales,26,4,Marketing,1,196,1,Female,35,4,2,Sales Executive,1,Divorced,14990,13874,4,Y,No,20,3,3,80,3,15,4,4,33,17,1,9
49,No,Travel_Frequently,1200,Research & Development,19,1,Other,1,197,2,Male,85,3,5,Manufacturing Director,3,Married,9705,26556,6,Y,No,15,3,2,80,1,20,5,1,18,5,11,11
21,No,Travel_Rarely,406,Sales,9,1,Medical,1,198,1,Male,93,2,5,Laboratory Technician,4,Married,15534,25630,9,Y,Yes,24,3,2,80,3,15,5,2,29,16,8,2
28,No,Travel_Rarely,108,Sales,28,2,Marketing,1,199,2,Male,79,4,5,Manager,4,Married,6574,24304,6,Y,Yes,12,3,1,80,2,4,1,2,9,7,7,1
34,No,Travel_Rarely,467,Sales,3,2,Technical Degree,1,200,1,Male,59,2,3,Healthcare Representative,2,Single,15956,7679,0,Y,No,11,3,1,80,1,23,4,4,26,8,3,10
55,No,Travel_Frequently,624,Sales,25,5,Other,1,201,3,Male,51,3,3,Sales Representative,4,Single,8939,18456,7,Y,No,23,3,3,80,3,0,5,3,19,18,10,3
41,No,Non-Travel,1473,Research & Development,7,3,Life Sciences,1,202,4,Male,54,4,4,Sales Executive,4,Single,7526,16199,0,Y,No,16,3,1,80,2,9,0,2,24,1,4,7
22,No,Travel_Frequently,1340,Sales,10,4,Other,1,203,3,Female,57,2,2,Healthcare Representative,3,Married,15296,26536,3,Y,No,21,3,2,80,3,34,3,1,8,6,13,10
51,No,Travel_Frequently,530,Sales,1,5,Other,1,204,4,Male,68,1,5,Research Scientist,4,Married,12838,19289,1,Y,Yes,12,3,2,80,2,30,0,4,39,10,9,14
23,No,Travel_Rarely,892,Sales,10,1,Human Resources,1,205,1,Male,96,2,2,Research Scientist,3,Married,3431,16931,4,Y,No,19,3,4,80,0,14,6,2,33,12,5,1
39,No,Travel_Frequently,848,Sales,21,2,Other,1,206,3,Female,34,2,1,Research Scientist,2,Married,14969,16487,5,Y,No,19,3,2,80,0,10,5,4,20,9,12,14
28,No,Travel_Frequently,468,Sales,9,3,Technical Degree,1,207,4,Male,94,2,3,Human Resources,1,Divorced,9874,7550,3,Y,No,11,3,3,80,1,8,1,2,23,14,3,12
33,No,Travel_Rarely,414,Research & Development,28,5,Life Sciences,1,208,2,Male,44,2,4,Laboratory Technician,2,Single,6994,26155,3,Y,No,15,3,4,80,3,1,2,2,6,6,1,1
50,No,Travel_Rarely,639,Sales,15,3,Technical Degree,1,209,1,Male,96,1,1,Manufacturing Director,3,Married,7956,23387,6,Y,Yes,18,3,1,80,3,29,3,4,3,5,4,2
26,No,Travel_Frequently,1022,Research & Development,15,2,Medical,1,210,1,Male,69,3,2,Healthcare Representative,3,Single,14799,23187,3,Y,Yes,14,3,4,80,2,15,3,1,7,11,10,13
23,Yes,Travel_Rarely,1179,Research & Development,3,5,Marketing,1,211,2,Male,98,2,3,Manufacturing Director,4,Married,15748,6615,1,Y,No,13,3,2,80,1,0,0,1,12,2,0,12
33,No,Travel_Frequently,966,Sales,25,5,Other,1,212,2,Female,72,2,5,Manufacturing Director,4,Single,11980,11869,3,Y,No,15,3,3,80,0,5,0,3,20,15,6,15
46,No,Travel_Rarely,1289,Research & Development,5,3,Human Resources,1,213,4,Male,30,4,1,Healthcare Representative,1,Married,4677,16193,6,Y,No,15,3,1,80,3,10,0,2,34,8,8,11
20,No,Travel_Rarely,883,Sales,9,2,Life Sciences,1,214,1,Female,51,4,3,Human Resources,3,Single,11753,6131,0,Y,No,18,3,1,80,2,32,5,3,4,9,2,0
37,No,Travel_Frequently,435,Sales,26,1,Human Resources,1,215,4,Male,91,1,2,Human Resources,3,Single,5518,11168,3,Y,Yes,16,3,2,80,0,16,3,4,7,12,5,5
53,No,Travel_Rarely,899,Sales,22,5,Human Resources,1,216,2,Male,55,1,2,Manager,2,Divorced,3509,16080,5,Y,No,12,3,3,80,0,33,0,3,1,7,8,12
36,No,Travel_Rarely,449,Research & Development,9,1,Human Resources,1,217,1,Male,47,1,1,Laboratory Technician,1,Single,10913,26489,7,Y,No,21,3,2,80,0,39,6,4,23,5,10,1
43,No,Travel_Rarely,374,Research & Development,23,2,Other,1,218,2,Male,77,4,1,Manager,2,Married,17692,18909,7,Y,No,11,3,2,80,2,24,4,1,15,2,3,16
20,No,Travel_Frequently,1064,Research & Development,7,5,Life Sciences,1,219,4,Male,38,2,1,Manufacturing Director,4,Married,13425,14320,8,Y,No,23,3,3,80,2,21,5,4,3,11,5,14
36,No,Travel_Rarely,821,Research & Development,24,5,Life Sciences,1,220,4,Male,30,4,4,Laboratory Technician,4,Married,15842,26653,4,Y,No,13,3,2,80,0,25,5,4,29,8,13,7
37,No,Non-Travel,601,Research & Development,23,1,Human Resources,1,221,4,Male,38,3,5,Manager,2,Married,19299,11233,1,Y,No,12,3,3,80,2,26,4,3,29,8,14,8
49,No,Travel_Rarely,1218,Sales,12,4,Marketing,1,222,1,Male,52,1,3,Manager,4,Married,3494,14193,2,Y,No,14,3,3,80,0,37,4,2,34,10,2,7
24,No,Non-Travel,786,Research & Development,25,1,Other,1,223,2,Male,74,1,2,Research Scientist,2,Single,15012,11953,1,Y,No,13,3,2,80,0,8,5,3,12,5,8,7
58,No,Non-Travel,180,Sales,27,1,Other,1,224,2,Male,31,1,2,Human Resources,3,Single,8468,13268,8,Y,No,19,3,2,80,0,36,3,1,36,1,6,10
50,No,Travel_Rarely,723,Sales,9,4,Technical Degree,1,225,4,Male,43,3,5,Research Director,3,Married,7129,25026,5,Y,No,15,3,4,80,2,4,0,1,10,6,6,16
57,No,Travel_Rarely,1342,Sales,6,2,Other,1,226,4,Female,67,2,1,Manager,4,Married,9494,4633,0,Y,Yes,14,4,1,80,1,17,6,1,18,8,3,5
56,No,Travel_Rarely,1048,Sales,23,2,Human Resources,1,227,4,Female,69,2,1,Sales Executive,1,Divorced,15260,12399,2,Y,No,20,4,1,80,1,21,1,2,17,18,5,1
35,No,Travel_Rarely,459,Research & Development,2,5,Medical,1,228,4,Male,92,2,2,Research Scientist,3,Married,19266,15293,6,Y,No,19,3,3,80,2,11,0,3,16,17,10,0
57,No,Travel_Rarely,719,Research & Development,9,3,Human Resources,1,229,3,Male,45,1,5,Manufacturing Director,4,Married,7181,2484,6,Y,No,14,4,4,80,3,21,3,4,10,11,10,9
18,No,Travel_Rarely,608,Sales,28,3,Life Sciences,1,230,3,Male,35,2,2,Sales Representative,1,Divorced,19481,2176,4,Y,No,16,3,3,80,2,5,4,4,14,10,7,7
28,Yes,Travel_Rarely,1306,Research & Development,17,5,Other,1,231,3,Female,32,4,1,Human Resources,4,Married,7496,19480,2,Y,No,24,3,4,80,3,35,3,2,7,9,14,15
45,No,Travel_Rarely,677,Research & Development,1,3,Other,1,232,4,Male,43,1,3,Healthcare Representative,2,Married,10973,11062,6,Y,No,20,3,3,80,0,26,0,1,28,2,5,13
42,Yes,Travel_Rarely,1371,Research & Development,19,1,Technical Degree,1,233,4,Female,95,3,1,Research Scientist,4,Married,12064,25874,4,Y,No,11,3,1,80,3,14,6,2,16,11,5,15
40,No,Travel_Rarely,345,Sales,28,1,Medical,1,234,2,Male,96,3,3,Sales Executive,2,Married,7889,14375,5,Y,Yes,23,3,4,80,0,16,3,4,25,3,3,13
48,No,Non-Travel,607,Research & Development,6,4,Other,1,235,1,Male,60,2,4,Sales Executive,3,Married,1537,17214,2,Y,No,12,4,2,80,1,2,1,1,4,9,7,6
47,No,Travel_Rarely,523,Research & Development,5,4,Technical Degree,1,236,2,Male,62,1,5,Healthcare Representative,3,Single,11334,12040,5,Y,No,14,3,2,80,0,9,3,2,3,1,13,8
59,No,Travel_Rarely,1445,Research & Development,2,5,Technical Degree,1,237,3,Male,30,4,4,Sales Representative,4,Married,19317,12985,6,Y,Yes,19,3,1,80,3,24,2,4,23,11,9,3
52,Yes,Travel_Rarely,1212,Research & Development,9,5,Medical,1,238,2,Female,73,4,1,Human Resources,1,Single,18255,21734,7,Y,No,16,3,4,80,1,20,3,4,10,10,7,15
24,No,Travel_Frequently,318,Sales,26,5,Human Resources,1,239,4,Male,44,1,5,Human Resources,4,Single,11563,21722,1,Y,Yes,16,4,2,80,1,39,0,2,29,13,8,10
33,No,Non-Travel,1403,Sales,14,1,Human Resources,1,240,3,Male,66,2,1,Research Director,4,Married,16422,8101,1,Y,No,21,4,2,80,2,8,2,4,39,14,5,8
43,No,Travel_Frequently,1110,Research & Development,4,3,Human Resources,1,241,3,Male,56,3,5,Sales Executive,3,Single,15136,2616,5,Y,Yes,19,3,2,80,3,23,4,3,34,13,1,16
19,No,Non-Travel,1294,Research & Development,4,5,Marketing,1,242,1,Female,77,3,5,Healthcare Representative,3,Married,19035,3788,7,Y,No,22,4,1,80,3,31,0,3,32,11,3,10
18,Yes,Travel_Rarely,431,Sales,21,5,Human Resources,1,243,1,Male,56,4,1,Manager,4,Divorced,16702,20730,4,Y,No,14,3,3,80,2,2,5,1,35,1,3,2
29,No,Travel_Frequently,751,Research & Development,15,1,Medical,1,244,3,Male,41,4,1,Manager,3,Divorced,10221,6931,0,Y,No,13,4,2,80,2,32,1,3,20,1,12,10
22,No,Travel_Frequently,492,Research & Development,8,1,Marketing,1,245,3,Male,96,4,5,Manufacturing Director,2,Married,6205,13895,0,Y,Yes,17,3,2,80,1,11,3,3,37,0,7,7
54,No,Travel_Rarely,482,Research & Development,26,1,Human Resources,1,246,2,Male,59,3,5,Sales Executive,4,Married,14859,25804,9,Y,Yes,22,3,3,80,2,28,3,2,4,14,4,9
49,No,Non-Travel,1431,Research & Development,4,3,Marketing,1,247,3,Female,95,4,1,Laboratory Technician,3,Married,8008,10563,8,Y,No,17,3,2,80,1,20,0,1,4,9,3,5
26,No,Travel_Rarely,843,Research & Development,16,5,Medical,1,248,4,Male,36,3,1,Manufacturing Director,4,Married,8331,18625,3,Y,No,19,3,4,80,3,38,3,2,20,0,7,16
58,No,Travel_Rarely,921,Research & Development,21,2,Human Resources,1,249,2,Male,63,3,2,Manufacturing Director,3,Single,4152,10242,9,Y,No,16,3,2,80,2,33,3,2,24,0,12,5
52,No,Travel_Rarely,774,Research & Development,28,2,Life Sciences,1,250,4,Male,61,2,2,Manufacturing Director,2,Married,14821,15159,0,Y,Yes,12,3,3,80,3,32,4,3,9,0,2,6
36,No,Travel_Rarely,614,Sales,4,5,Other,1,251,4,Female,68,2,2,Healthcare Representative,2,Married,18863,14800,7,Y,No,16,3,1,80,1,31,3,3,18,10,1,12
33,No,Travel_Frequently,1050,Sales,16,5,Medical,1,252,4,Male,72,2,4,Human Resources,4,Single,6687,5714,1,Y,Yes,18,4,1,80,0,19,3,4,31,11,3,5
20,No,Travel_Rarely,1313,Sales,22,5,Technical Degree,1,253,3,Male,72,4,5,Manufacturing Director,2,Single,2391,12725,1,Y,No,16,3,4,80,0,2,4,4,17,14,10,2
37,Yes,Travel_Rarely,1031,Sales,12,5,Technical Degree,1,254,1,Female,32,3,3,Human Resources,2,Married,10537,11225,0,Y,No,19,3,2,80,3,3,5,1,33,13,0,12
41,No,Travel_Rarely,1014,Sales,16,3,Medical,1,255,1,Male,75,4,4,Human Resources,3,Single,8123,16401,0,Y,No,14,3,2,80,1,16,3,3,14,0,0,9
50,No,Travel_Frequently,745,Sales,19,2,Technical Degree,1,256,4,Female,61,3,5,Sales Executive,4,Single,10443,5803,8,Y,No,13,4,3,80,1,16,5,4,23,0,4,3
41,No,Travel_Rarely,528,Research & Development,8,4,Medical,1,257,3,Male,72,2,3,Healthcare Representative,3,Single,2714,18080,0,Y,No,21,3,3,80,0,18,4,2,4,5,12,4
28,No,Travel_Rarely,603,Sales,6,2,Life Sciences,1,258,2,Male,32,2,2,Human Resources,3,Married,7006,16009,5,Y,No,15,4,4,80,1,3,1,3,31,2,10,6
25,No,Non-Travel,831,Research & Development,10,2,Medical,1,259,4,Female,92,4,3,Manufacturing Director,1,Married,8971,22815,6,Y,No,13,4,4,80,1,28,3,1,8,13,0,0
53,No,Travel_Frequently,1385,Sales,5,1,Human Resources,1,260,2,Female,69,3,1,Healthcare Representative,2,Married,12400,7188,3,Y,No,21,3,2,80,3,16,0,1,4,5,13,16
55,No,Travel_Rarely,172,Research & Development,18,5,Human Resources,1,261,2,Male,47,4,1,Manufacturing Director,3,Single,15544,11509,4,Y,No,22,3,2,80,0,21,2,2,4,7,3,4
57,No,Travel_Frequently,579,Research & Development,10,5,Marketing,1,262,3,Female,96,1,5,Research Scientist,3,Married,19987,18172,3,Y,No,12,3,4,80,1,1,1,4,33,14,7,5
37,No,Travel_Frequently,1303,Sales,10,5,Technical Degree,1,263,3,Male,91,4,4,Research Scientist,3,Married,13138,17570,3,Y,Yes,12,4,1,80,3,11,3,2,6,16,13,9
52,No,Travel_Frequently,558,Research & Development,7,1,Other,1,264,1,Female,39,2,2,Research Scientist,2,Married,18708,15624,9,Y,Yes,14,3,1,80,2,10,0,4,25,8,7,9
42,No,Travel_Rarely,290,Research & Development,18,3,Technical Degree,1,265,1,Male,81,3,5,Sales Executive,2,Married,9768,9566,0,Y,Yes,13,3,1,80,0,39,2,3,0,15,1,5
52,Yes,Travel_Rarely,392,Research & Development,1,3,Medical,1,266,3,Male,75,3,2,Laboratory Technician,2,Married,3713,5457,5,Y,Yes,19,3,1,80,3,28,4,1,33,0,14,9
42,No,Travel_Rarely,1021,Research & Development,7,4,Other,1,267,4,Female,84,4,1,Sales Executive,4,Married,6734,21501,9,Y,Yes,24,3,4,80,2,19,3,4,25,15,12,9
46,No,Travel_Rarely,393,Research & Development,21,3,Other,1,268,1,Female,75,2,4,Manufacturing Director,3,Married,1133,20295,9,Y,No,17,3,3,80,1,4,6,2,31,18,2,11
35,No,Travel_Rarely,857,Research & Development,1,3,Technical Degree,1,269,2,Male,89,1,4,Sales Executive,2,Single,10738,16234,6,Y,Yes,16,3,1,80,1,24,5,3,11,8,13,3
35,Yes,Travel_Rarely,1408,Research & Development,15,5,Other,1,270,4,Male,55,4,1,Manufacturing Director,3,Married,13776,19161,6,Y,No,20,3,4,80,2,33,5,4,5,16,12,12
19,No,Travel_Rarely,478,Sales,4,2,Other,1,271,2,Male,56,3,3,Laboratory Technician,4,Married,5816,23985,7,Y,No,22,3,1,80,3,11,4,3,19,5,2,9
52,Yes,Travel_Rarely,1281,Research & Development,28,3,Human Resources,1,272,3,Male,67,2,4,Human Resources,1,Married,19363,25209,6,Y,No,18,4,2,80,1,27,1,3,18,13,0,15
33,No,Travel_Rarely,609,Research & Development,20,3,Life Sciences,1,273,2,Male,51,3,3,Sales Executive,4,Married,17018,16409,5,Y,Yes,19,3,1,80,1,33,5,2,15,17,12,5
58,Yes,Travel_Frequently,629,Research & Development,10,1,Medical,1,274,4,Male,55,3,2,Research Director,2,Divorced,18207,21388,7,Y,Yes,13,4,4,80,3,5,2,2,3,13,14,8
53,No,Travel_Rarely,1480,Sales,23,4,Technical Degree,1,275,3,Male,98,3,4,Human Resources,2,Divorced,4110,16508,2,Y,Yes,22,3,2,80,3,18,5,3,31,6,13,13
50,No,Travel_Rarely,660,Research & Development,9,1,Human Resources,1,276,4,Female,64,3,1,Sales Representative,4,Married,2663,4111,8,Y,No,20,3,2,80,2,11,6,3,17,9,10,9
21,No,Travel_Frequently,1312,Human Resources,2,5,Marketing,1,277,2,Male,95,1,3,Sales Executive,3,Married,17524,6317,2,Y,No,17,3,1,80,1,24,6,4,4,15,2,7
50,No,Travel_Rarely,1156,Sales,28,2,Other,1,278,4,Male,80,2,2,Manufacturing Director,2,Single,1403,4278,3,Y,Yes,19,4,1,80,3,12,2,2,5,6,7,2
31,Yes,Travel_Frequently,361,Research & Development,14,4,Other,1,279,3,Male,47,4,2,Sales Executive,2,Married,8328,19835,9,Y,No,11,4,2,80,0,16,5,4,13,5,5,16
38,No,Travel_Frequently,522,Research & Development,16,1,Technical Degree,1,280,2,Female,72,2,4,Manufacturing Director,4,Married,4582,25169,5,Y,Yes,20,3,3,80,2,11,4,1,17,5,14,2
37,No,Travel_Rarely,405,Research & Development,1,3,Life Sciences,1,281,2,Male,41,2,4,Laboratory Technician,3,Single,10182,8625,7,Y,No,19,3,4,80,2,2,4,4,9,6,4,13
25,No,Travel_Frequently,1043,Research & Development,2,3,Life Sciences,1,282,1,Male,32,2,5,Research Scientist,4,Single,8115,6760,2,Y,No,24,3,4,80,2,23,5,3,22,16,9,5
24,No,Travel_Rarely,1164,Research & Development,7,4,Technical Degree,1,283,1,Female,36,4,5,Sales Executive,4,Single,12156,25875,9,Y,No,17,3,4,80,2,7,6,1,17,7,11,11
20,No,Travel_Rarely,643,Research & Development,10,3,Technical Degree,1,284,4,Female,35,2,4,Manager,3,Single,6069,13349,5,Y,No,20,4,4,80,0,35,1,4,3,1,14,14
34,Yes,Travel_Rarely,1403,Research & Development,22,1,Human Resources,1,285,1,Female,74,4,5,Sales Representative,3,Single,17335,4562,4,Y,Yes,24,3,4,80,2,25,0,1,31,18,8,5
